final algo,Song Id,Song,name_of_song,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfccs_std_0,mfccs_std_1,mfccs_std_2,mfccs_std_3,mfccs_std_4,mfccs_std_5,mfccs_std_6,mfccs_std_7,mfccs_std_8,mfccs_std_9,mfccs_std_10,mfccs_std_11,mfccs_std_12,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_skewness,spectral_constrast_mean0,spectral_constrast_mean1,spectral_constrast_mean2,spectral_constrast_mean3,spectral_constrast_mean4,spectral_constrast_mean5,spectral_constrast_mean6,spectral_contrast_std0,spectral_contrast_std1,spectral_contrast_std2,spectral_contrast_std3,spectral_contrast_std4,spectral_contrast_std5,spectral_contrast_std6,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_skewness,zero_crossing_rate_mean,zero_crossing_rate_std,zero_crossing_rate_skewness,tempo
Class_Ca,154,Lori Suna,lori_suna.mp3,0.238171306,0.252902653,0.340776704,0.270185771,0.124093781,0.106564513,0.301789231,0.394678643,0.271814085,0.080270968,0.108006407,0.221900672,0.180660597,0.12720744,0.179170142,0.172305692,0.139012882,0.13185713,0.148175654,0.148527725,0.126395629,0.139548159,0.148431207,0.162882711,-142.6700641,105.4456758,16.09689527,31.97327763,18.24069491,-3.288200621,6.742798188,-1.084551729,-4.562013231,-1.398085395,-7.640401909,-7.466688627,-11.57575971,71.66183841,28.16374483,21.90604073,15.7687848,16.91260681,16.66849486,11.36113292,10.72844669,9.553599624,9.405441607,9.93576592,8.344741443,9.701080301,1760.373796,806.2154639,2.473041845,21.59711127,25.07263057,30.12625476,26.2889398,25.03704989,27.82597221,34.89225694,5.221452843,5.674465277,5.393072061,4.419059234,4.08506126,5.878196058,4.868444663,3743.769029,1919.692846,1.23173492,0.038376374,0.016603232,1.902409508,107.6660156
Class_Ha,155,Love Letter (The Legend of Michael Mishra),love_letter_(the_legend_of_michael_mishra).mp3,0.086869195,0.220771678,0.314401256,0.287366709,0.24392695,0.301142855,0.361722928,0.371038273,0.314678146,0.265916901,0.136853062,0.072533017,0.061553216,0.130115404,0.162568325,0.121158668,0.10431625,0.094604388,0.116814186,0.130729044,0.1098014,0.122073963,0.088190986,0.052262716,-24.4184136,74.85189055,-0.3588939,21.30585446,7.36297998,1.795962662,-5.585737458,2.963105751,-6.148405142,2.801521042,-7.617584175,3.111766152,-7.687785862,65.01650123,27.69212099,22.95851807,18.56644926,16.67591919,15.79806149,14.12988275,12.22108128,12.12937953,11.78646605,10.91352747,11.36257415,10.96850832,2530.543804,751.5930815,1.315325373,25.04360842,21.40891095,23.8254102,21.27713295,21.52988588,20.33897051,34.08733415,6.616072071,5.712950792,5.170769638,5.471108791,4.595791267,4.390935037,3.165725769,5523.191602,1459.532045,-0.183149493,0.075320406,0.045279548,0.984917816,99.38401442
Class_Ca,156,Maana k hum yaar nahi,maana_k_hum_yaar_nahi.mp3,0.208791259,0.165487981,0.19600538,0.265471795,0.247916276,0.227722193,0.261037332,0.318802066,0.334850388,0.221388003,0.14922641,0.165204983,0.180030321,0.145992274,0.148142187,0.175649951,0.17196096,0.197412823,0.160392023,0.181505433,0.183856142,0.131989178,0.138898779,0.148592758,-87.67526251,95.13928765,7.098847977,7.670630884,1.781085957,3.140954141,-7.543197434,-5.409238378,-5.175894938,2.528971053,-4.628121973,1.412410898,-3.840185069,43.86887576,26.86838126,16.82786884,15.39286097,13.81637717,13.26324624,15.03122684,11.04273819,10.22072186,9.105398422,9.674042803,9.851463929,10.77450148,2133.892665,773.1666807,1.978880963,23.30056229,24.45136006,28.86613052,25.65107906,23.48268533,19.71584932,33.15652129,6.649337598,5.801001277,5.044435674,3.80926991,3.859559171,2.923977921,2.675704093,4792.408521,1758.38585,0.411543264,0.059624923,0.023571213,1.228557807,92.28515625
Class_Ha,157,Mai Aisa kyu Hun,mai_aisa_kyu_hun.mp3,0.317030988,0.245629943,0.209871684,0.156955344,0.116980324,0.150422783,0.201264237,0.287850309,0.335601875,0.298291381,0.242726875,0.27658559,0.171870161,0.16545034,0.138809188,0.128983585,0.121556802,0.152880607,0.17165788,0.160413533,0.173415471,0.131486135,0.128478174,0.154090318,-105.9603101,64.48754779,11.49375683,28.58612779,4.725928971,10.52204655,-0.571462504,7.59809125,-2.492984755,10.73497684,-1.22406399,4.927926999,-2.547618582,76.04220564,31.46435794,26.52470437,23.9504188,20.22352134,14.70570423,15.25506706,13.67419369,13.16877744,13.43119108,14.26142065,12.48506534,11.18148635,2659.436412,1015.680026,0.776324018,28.86824763,22.87222178,28.23379303,26.7421291,25.69672977,23.67763577,36.90642498,6.246061528,5.809820984,6.337686776,6.359435724,6.218810199,6.331584023,3.838539111,5713.507118,1906.847436,-0.243204103,0.066622235,0.050199427,1.96110952,99.38401442
Class_Ha,158,Mai Nikla gadi leke,mai_nikla_gadi_leke.mp3,0.24942496,0.351255796,0.406748576,0.308579308,0.175024148,0.160471453,0.179576884,0.179692592,0.156680917,0.259669073,0.334743009,0.277875141,0.103819491,0.1019751,0.136020138,0.107973825,0.0837385,0.118486434,0.112863961,0.131622999,0.094581825,0.120213082,0.128029515,0.096617649,-83.5469809,111.3510727,-24.88659915,16.49122858,-7.251268896,3.666454764,-6.365867517,2.371508177,-5.453401338,8.184242963,-3.055064268,4.287006367,-4.325326579,40.22117018,20.38253277,17.00552506,15.47325128,12.72715052,11.3194161,10.52873184,9.700720498,9.264745853,9.437289748,8.623083979,7.790755096,7.858801403,1938.117438,424.7895524,1.118494481,26.12144317,19.86966344,22.80770151,22.6978375,21.82253787,21.6663436,37.07397867,6.559048668,4.765674402,4.568181684,4.011363779,3.671267108,3.549992249,3.954848233,3824.339375,1080.813153,1.105708859,0.08493316,0.031140577,0.871017104,151.9990809
Class_Ca,159,Mai rahoon ya na rahoon,mai_rahoon_ya_na_rahoon.mp3,0.220071535,0.27411736,0.222564585,0.139309373,0.121439377,0.264213427,0.336170932,0.313596493,0.216151178,0.198981799,0.183599965,0.155399119,0.177440906,0.209954941,0.15409103,0.183149195,0.123404089,0.177969008,0.209438163,0.152307755,0.202639266,0.160568951,0.173196259,0.154089906,-132.9054146,112.1224452,17.99547891,14.45417214,2.040750903,5.40874982,1.255649453,5.645497725,-2.465654489,5.658534254,-7.313932669,-2.966819042,-7.627117941,62.09625805,28.32675591,18.16175876,13.28766154,12.35273255,12.65281365,10.70259145,11.05157647,10.24104268,11.2451576,9.933108639,9.094601482,8.82838068,1799.595003,751.9909133,2.302690298,31.47210148,26.11047829,27.32185533,25.44597973,22.70558883,20.3280113,33.69402701,6.597373503,5.968792401,5.188287126,4.51939322,4.261819724,3.955380162,3.447855988,3950.388613,1813.93534,0.852648242,0.042326086,0.017951516,1.116161733,135.9991776
Class_Ca,160,"Mai rhun ya na rhun, tu mujh me kahin baki Rehna",mai_rhun_ya_na_rhun_tu_mujh_me_kahin_baki_rehna.mp3,0.220071535,0.27411736,0.222564585,0.139309373,0.121439377,0.264213427,0.336170932,0.313596493,0.216151178,0.198981799,0.183599965,0.155399119,0.177440906,0.209954941,0.15409103,0.183149195,0.123404089,0.177969008,0.209438163,0.152307755,0.202639266,0.160568951,0.173196259,0.154089906,-132.9054146,112.1224452,17.99547891,14.45417214,2.040750903,5.40874982,1.255649453,5.645497725,-2.465654489,5.658534254,-7.313932669,-2.966819042,-7.627117941,62.09625805,28.32675591,18.16175876,13.28766154,12.35273255,12.65281365,10.70259145,11.05157647,10.24104268,11.2451576,9.933108639,9.094601482,8.82838068,1799.595003,751.9909133,2.302690298,31.47210148,26.11047829,27.32185533,25.44597973,22.70558883,20.3280113,33.69402701,6.597373503,5.968792401,5.188287126,4.51939322,4.261819724,3.955380162,3.447855988,3950.388613,1813.93534,0.852648242,0.042326086,0.017951516,1.116161733,135.9991776
Class_Ex,161,Mai tuje Salaam,mai_tuje_salaam.mp3,0.417139765,0.422778984,0.351958711,0.234608274,0.172822446,0.188771733,0.190905236,0.211640341,0.272224705,0.261887646,0.204717283,0.227810977,0.082273872,0.102242199,0.082916958,0.088448689,0.065523116,0.074198786,0.08606328,0.077685286,0.088661944,0.095461914,0.093087383,0.065562692,-143.7934776,73.15721248,13.58049354,25.69009731,8.621059447,11.56823722,-0.534859442,9.75405002,-2.514926161,12.52471624,0.712280703,7.84250761,-0.619606613,42.97326119,18.10922127,15.09988563,13.34496795,11.58894388,10.33116372,10.27832101,7.733778562,7.436269583,8.515789921,7.227972682,6.589094061,7.196897269,2819.078467,534.6562797,0.258971859,22.0556184,15.72138038,21.7793688,20.97980066,20.04005535,18.61587375,34.0681119,5.835745652,3.908042731,5.017334604,5.407327694,4.309954864,2.990905884,1.817431529,6465.210906,1131.986843,-0.483324255,0.095480337,0.029956128,0.357623013,107.6660156
Class_Ca,162,Maine poocha Chand se ki dekha hai kahin,maine_poocha_chand_se_ki_dekha_hai_kahin.mp3,0.329664716,0.340931113,0.290058813,0.24155096,0.217532412,0.173115288,0.112453365,0.088359207,0.185983001,0.245190617,0.227796781,0.259033858,0.182321737,0.153809695,0.198622136,0.152296067,0.159529938,0.162580531,0.133569617,0.106134243,0.150848706,0.199692614,0.142957138,0.193818295,-183.3534269,181.9656115,-30.9841527,24.06795727,7.498672313,-15.24253806,5.048476882,-4.047336484,-7.333895398,1.057468996,-11.7702867,0.459548212,-5.03356239,47.71852475,24.35073384,24.29265533,12.03316203,10.40743451,10.66702576,10.81432454,10.41219988,9.548225897,8.88492138,8.970103935,8.518857111,8.622369974,1004.495715,289.3998319,1.170732651,25.40371599,22.7822316,24.77685627,24.0212524,24.34963434,26.73387181,34.89877939,3.845345227,5.375924973,4.8301963,4.107067705,4.295654941,4.358022765,3.653595636,1831.29726,601.1068093,0.295988488,0.053092649,0.033827206,1.963095023,89.10290948
Class_Sa,163,Manchala,manchala.mp3,0.168169687,0.102869176,0.200106145,0.25092703,0.222439348,0.198060916,0.22699686,0.374273881,0.366601676,0.227917334,0.15432154,0.160170491,0.163795775,0.110600454,0.163804572,0.194524801,0.165121653,0.212931994,0.168039838,0.17506892,0.196321796,0.141340445,0.162254108,0.148089476,-214.6012485,118.4201992,2.792212111,20.90716231,4.292797337,-0.476449173,-7.806910576,-8.286249163,-8.659331296,1.04174458,-8.003974342,-3.715162698,-12.90595702,55.54690942,31.53120974,17.8189152,14.70112319,11.04403753,10.36037942,9.313338204,8.741638011,9.103246776,9.745315607,9.495567078,8.334476086,8.444260584,1679.28132,750.8531305,2.300979481,28.44331678,24.13179793,27.88154436,25.90831551,24.95582747,23.30290995,34.89634186,4.60473164,5.617485853,5.795477641,4.631884729,4.305904643,3.943396572,3.665473473,3410.687709,1685.251761,1.002835095,0.050421653,0.018469287,0.95577154,99.38401442
Class_Ha,164,Manja - Kai Po Che,manja__kai_po_che.mp3,0.135362991,0.30756295,0.392982458,0.286559609,0.155215836,0.117969461,0.170552544,0.151534742,0.248340395,0.33955487,0.261313298,0.134244009,0.118567768,0.162212196,0.199648858,0.15492603,0.141899731,0.123607125,0.163412973,0.179904957,0.14249689,0.168245218,0.14754813,0.167615774,-132.2631751,120.9496298,9.839979338,23.84489091,10.63200511,-0.326934683,-4.426604308,-3.045712325,-7.609354878,1.613067102,-3.191370356,-0.626410334,-2.04774648,68.20900454,25.72427233,26.74456905,17.47997238,16.67722899,14.28728782,14.47814016,13.04361636,15.3171073,13.28790424,10.88612848,10.62524994,10.69153132,1554.772323,565.4352871,1.593594987,28.51805795,21.19630088,27.51351007,26.74771767,25.68784478,23.56043732,38.10852772,5.963104996,4.6848215,4.75441218,4.583995105,4.572058872,4.069098404,5.127624466,3169.255836,1525.352005,1.076747871,0.045390882,0.021424179,0.156617431,107.6660156
Class_Ca,165,Mast qalandar,mast_qalandar.mp3,0.242195049,0.282029594,0.320154402,0.330368536,0.273005737,0.198238451,0.186225631,0.172826303,0.190994209,0.241821584,0.29229232,0.241443508,0.136007964,0.134009949,0.137252839,0.179259428,0.128970365,0.151714268,0.142652178,0.113402554,0.152090722,0.125360967,0.134633081,0.12581887,-57.23467304,74.94029323,18.94268958,15.56258037,-0.400681391,6.029004804,-0.556185448,1.183388241,-7.364281784,5.563118006,-1.552253857,0.69547909,-7.252607096,62.5832758,22.70341747,19.90800642,16.27385191,13.48703044,10.51105912,10.69390435,11.56207222,11.501135,9.819005063,9.115289699,8.334820313,7.551477002,2850.415284,838.4991318,1.410816832,34.18005003,19.36479616,23.13240137,21.51341778,20.39500672,18.79298158,32.69884954,6.139714679,4.957476073,5.227144328,4.10875704,3.888630648,3.360846198,2.126361039,6490.860751,1398.805742,-0.219413398,0.068710847,0.029699655,1.377849529,89.10290948
Class_Ca,166,Maula,maula.mp3,0.269778999,0.275947026,0.172240298,0.139905688,0.16749748,0.251880565,0.283443262,0.34084027,0.341333422,0.266522332,0.184188462,0.169055197,0.149491683,0.149087432,0.1283948,0.155176433,0.125183789,0.169005544,0.187114,0.141139114,0.181936901,0.131292226,0.128770567,0.112013533,-130.5832841,97.87158393,-3.337938482,19.16757071,2.008126542,5.505025171,-4.978323819,6.680082986,-11.02707735,12.41204913,-6.745875673,6.28770694,-0.328536223,33.44125656,19.66102724,11.57785305,11.77196698,9.783487165,9.416246814,9.380482573,8.444199975,8.078905536,11.01600106,10.10019532,6.251690585,7.063345789,2229.129748,463.859425,0.524571599,21.52468074,21.48636869,22.74406049,23.23035274,24.07232297,22.68687208,37.09665043,5.114975697,4.54118595,4.08688783,3.527783355,4.139223086,3.318174043,3.020227542,4966.349136,1211.289629,-0.042188903,0.080176008,0.032368189,0.222765063,123.046875
Class_Ha,167,Mera Mann / Yahin Hoon Main (T-Series MixTape),mera_mann__yahin_hoon_main_(tseries_mixtape).mp3,0.186205848,0.172911125,0.247954101,0.276955943,0.260155869,0.250262705,0.234136638,0.272252717,0.258841493,0.237932359,0.230203819,0.187804428,0.13927331,0.116729879,0.154799949,0.186591725,0.138520651,0.175187638,0.150826084,0.191370293,0.21247327,0.147586739,0.189153181,0.149520598,-115.1975212,116.1162412,15.71068944,28.20337344,8.683874864,12.85218123,3.352867806,3.551774292,-14.00448501,7.0582718,-3.224998943,0.702325479,-1.769350758,66.81341989,28.63649918,19.37577209,15.38311847,14.49836305,12.68738414,13.64352351,10.3740931,12.26587125,12.82373968,8.886515355,8.541827691,9.046943356,1642.565539,667.212116,1.766364045,32.26746753,22.17322807,26.81619996,23.24792426,20.55867312,20.93856512,37.36335232,6.435093966,5.295817361,5.16271183,4.095338779,3.644435644,3.815880323,3.831343101,3665.444502,1675.202468,0.499128156,0.036811002,0.024836665,4.124974693,95.703125
Class_Ca,168,Mere Mehboob,mere_mehboob.mp3,0.223316176,0.187681485,0.150520537,0.198001329,0.316368531,0.236280758,0.07532426,0.105170319,0.266943858,0.29464104,0.247960013,0.244453334,0.187328689,0.202720965,0.188410584,0.13614968,0.200002178,0.182331931,0.119283232,0.149554381,0.190310247,0.216449439,0.171126445,0.220594447,-140.5679356,144.5270426,-75.12353229,51.3465337,-19.56546463,5.629966447,-12.49132315,-4.33359414,-3.998621936,-10.41627416,-6.698765356,-4.225350437,0.588968477,33.8628138,16.20671168,12.23007592,8.46920277,10.98505468,8.078241728,7.89398877,6.2250369,7.43578072,7.39738507,7.035197638,8.668218304,8.578448792,1658.883489,236.6647377,-0.123283592,27.62291785,21.45630371,28.56717501,26.58554838,27.75856508,27.17221123,44.24602865,6.698415222,4.863473295,4.313883552,3.283891405,3.521335996,2.647986962,3.163661595,3020.090071,379.69952,0.213795066,0.102916422,0.037584807,0.81873453,135.9991776
Class_Ha,169,Mere rashke Qamar,mere_rashke_qamar.mp3,0.265800838,0.252017532,0.213580711,0.26227315,0.306720447,0.309577333,0.269762081,0.209494454,0.152912837,0.136314536,0.157604028,0.238874575,0.199323255,0.16649058,0.171552875,0.149041383,0.19526963,0.18942475,0.169295194,0.143250421,0.121878181,0.14681454,0.131508043,0.158128862,-47.68916616,88.51932497,-9.250706045,6.626957834,2.70126394,0.809381327,-4.281151727,1.214251973,0.084508233,3.607493533,1.635093848,1.7245533,-0.276130577,52.28208647,21.36365546,19.24669437,16.65941847,13.2786381,13.11296134,11.20996266,10.26444398,10.43610669,10.3751207,8.978894032,9.1405621,9.087924634,2341.194599,614.6299123,1.472373466,24.37473443,21.70273154,26.70833165,24.76947152,23.34011491,19.95676213,33.66493274,6.3404634,5.351049465,5.720910821,4.589734584,4.161585406,3.296749427,3.328620255,4953.982544,1519.762476,0.558968108,0.074074382,0.02975766,1.13638264,143.5546875
Class_Ha,170,Mere saamne wali khidki,mere_saamne_wali_khidki.mp3,0.155663774,0.183107814,0.157149801,0.119270145,0.058438615,0.038075088,0.236517131,0.460805789,0.434344927,0.151842318,0.102278451,0.147733038,0.227876822,0.198333789,0.222981228,0.168092033,0.114448936,0.102016802,0.166056417,0.228062528,0.196180007,0.179825853,0.125662747,0.165003782,-168.0071292,107.775758,15.84977992,29.87908352,12.98464442,6.742009565,9.890432125,14.43334464,-2.656157498,9.404064801,-3.419873449,1.684611372,3.060167311,72.72711559,33.66088726,20.9463118,15.18734823,15.6906341,14.70411893,18.88691715,10.5334223,11.05830642,13.54002945,9.797205751,8.820678449,8.877744793,1521.94474,916.4916752,2.018518944,34.04848769,25.6996596,29.62705728,27.62264084,25.26998441,28.15211691,39.62067369,4.6356509,5.571289931,5.630713137,4.593690626,5.025839605,7.992083829,5.138883381,3286.01763,1986.893136,0.622210708,0.024071472,0.01516504,1.012218706,117.4538352
Class_Ha,171,Mirzya (Mirzya),mirzya_(mirzya).mp3,0.179985345,0.280473423,0.339033479,0.273176544,0.225563144,0.288415894,0.347368483,0.325156782,0.272947611,0.249418462,0.218097629,0.155818012,0.098737069,0.061670074,0.099574584,0.091521064,0.084833773,0.117187989,0.122958923,0.11653778,0.11657228,0.127186956,0.099604817,0.095921149,-6.572695083,80.95442641,1.207450962,18.15749718,2.144769913,6.645398635,0.687273743,5.753252147,-1.052064113,8.484018876,2.075165788,4.991523671,-2.868882807,51.13139692,20.71774905,17.99102691,14.24576966,13.43032988,10.83183994,9.994917275,11.25720146,7.532764711,8.337047079,9.815967843,7.207118767,7.716076787,2640.371728,600.7126477,0.538865178,27.0347208,15.94458101,19.58706764,19.67320271,19.33524034,18.39952789,33.39302557,5.880970108,4.133007188,4.715337615,4.731746132,4.547783876,3.437580174,2.041856795,5819.210645,1262.927553,-0.063821333,0.083738534,0.037572381,0.196911869,117.4538352
Class_Ca,172,Mitti di khushbu....,mitti_di_khushbu.mp3,0.157968898,0.244578726,0.256122661,0.234487426,0.221240194,0.307650167,0.339103313,0.284111237,0.236431551,0.235142524,0.154716055,0.130857856,0.134317442,0.163078598,0.186928503,0.158015475,0.18426959,0.146455348,0.197634024,0.138120438,0.149361442,0.147170174,0.121216403,0.162283371,-69.90207187,105.5372939,4.564291105,17.8234728,6.178651538,3.869440175,-4.203522361,4.715181534,-5.656528921,4.766873476,-3.658628662,1.365963118,-2.25063462,58.51181487,27.60581387,14.60322115,15.16036966,14.60395474,10.79526341,14.50799318,11.44604171,10.89769341,12.49581177,9.707417998,9.35885931,8.725634515,1997.832649,711.3490047,1.444576494,31.53860657,22.79134194,26.50057627,23.81428732,23.26592329,22.13063956,35.17462641,5.344023104,4.864842344,5.465829022,4.13923454,4.224485425,4.356192899,3.483352953,4380.127681,1714.895459,0.361064897,0.0526278,0.019330472,-0.059568888,129.1992188
Class_Ca,173,Moh moh k dhaage,moh_moh_k_dhaage.mp3,0.082840287,0.259250588,0.354633253,0.280040283,0.199879989,0.200682435,0.198317225,0.188134683,0.216296216,0.2759745,0.216035871,0.103288097,0.120146128,0.172429056,0.19992642,0.15790694,0.187750354,0.163808613,0.190686236,0.187881662,0.173459073,0.203776575,0.209150671,0.168316279,-107.1701768,68.85025442,14.77801588,32.77339522,15.08960933,1.543324738,13.2166398,-3.41598432,-1.467436297,2.560329315,-16.80662508,0.926411245,-12.60775436,46.17437583,26.70265657,22.12339812,19.15690666,15.49376694,20.05105156,11.28097994,13.65976912,10.90982122,10.61427894,13.38616769,9.517195755,14.54896532,2641.756105,781.1114484,1.513350571,25.77655984,24.56819306,29.15302903,28.82376352,25.94479685,28.18224306,35.82019028,6.383298933,4.803606598,5.217716534,6.053221629,5.694283397,6.785729825,5.624340726,5911.485087,1675.540468,0.151851801,0.079492717,0.05388796,1.036025246,129.1992188
Class_Ca,174,Mujhko Barsaat Bana Lo (Junooniyat),mujhko_barsaat_bana_lo_(junooniyat).mp3,0.261587532,0.232488381,0.245242317,0.161704572,0.131521827,0.184885978,0.30065528,0.281457573,0.246408124,0.235327505,0.283850213,0.331111987,0.131521045,0.154411147,0.160524009,0.114853384,0.139831917,0.121328194,0.173143554,0.163296459,0.136054068,0.160875642,0.130082174,0.177491597,-41.8489989,95.44689963,9.5310617,15.16465614,4.384680268,6.080038152,-2.042893292,2.455656388,-7.338909055,3.411030028,-3.104749404,3.234671499,-4.25895938,45.61552896,29.76079133,17.78851782,13.71701076,10.3784807,8.758807779,9.41047117,8.000128344,7.375614697,8.459623132,8.389538758,9.067774148,7.785441109,2318.880723,776.9113648,0.41227429,27.32598993,20.70592229,25.80964354,23.56256422,23.40263197,21.48727355,35.09277067,5.53993829,4.844174044,4.430993014,3.93369472,4.658151771,3.618597664,3.55564136,5145.656385,2013.577066,-0.087468991,0.07828902,0.033810392,0.297546537,143.5546875
Class_Sa,175,Mula mere lele meri Jaan,mula_mere_lele_meri_jaan.mp3,0.172360532,0.327649136,0.41269688,0.27585462,0.114092865,0.08956998,0.175911223,0.204745052,0.267314188,0.354113536,0.273513668,0.197548108,0.143043789,0.117223142,0.159657771,0.122162426,0.126422819,0.112652692,0.134548867,0.161109864,0.118221953,0.118896025,0.123486799,0.145664041,-150.4509877,151.4674478,-14.18124044,18.6751783,13.24220911,-10.56158818,2.613382496,-7.25507818,-4.765675237,-0.850372691,-6.320115287,-0.025298838,-9.180086389,51.16362177,27.65821797,20.20806738,15.01338184,17.10880957,17.60915861,15.59118481,10.92162079,9.574653003,9.801204851,8.559664803,9.562270799,9.081629033,1353.233349,427.8892965,1.49956694,27.429965,20.82118796,27.44650095,25.01964891,24.24113792,31.43525048,35.41188962,5.503232573,4.350393134,5.242704669,4.136841973,3.77226301,7.177275235,3.889519581,2602.192598,1159.840774,1.868981518,0.051979655,0.018272525,1.015124213,117.4538352
Class_Ca,176,Musafir Hoon yaaro,musafir_hoon_yaaro.mp3,0.370445574,0.338378747,0.155789869,0.146865341,0.20878503,0.195511497,0.152121041,0.165894226,0.165893943,0.231507284,0.251598921,0.32656788,0.225597425,0.156532481,0.191704437,0.138395575,0.167373088,0.164707235,0.128333997,0.170653813,0.118206759,0.163117887,0.171810311,0.12943399,-74.4682435,102.4038231,-29.59533895,48.71279126,-26.53770141,18.9246381,-28.68091716,9.414307345,-18.72848659,4.060056358,-11.99681022,-0.300300059,-10.93138979,47.63094447,25.39957452,19.96203285,18.81464025,13.26570878,10.69905232,9.751565883,10.38145166,9.960508833,8.949175597,8.491531187,7.759682829,8.884424473,2004.800073,500.3350842,-0.256996065,38.11718727,21.8969577,27.26599887,25.27806415,22.33649129,19.03083291,59.75359557,5.653116813,4.438339625,5.032163398,4.095308695,3.491382787,2.519282586,2.777151032,4245.19933,1015.61381,-0.822542405,0.061229222,0.025456399,0.458588985,99.38401442
Class_Ca,177,"Musafir jaane wale, nahi fir aane wale",musafir_jaane_wale_nahi_fir_aane_wale.mp3,0.298726561,0.246067819,0.209991498,0.184905912,0.200867843,0.207193788,0.253036206,0.294873053,0.248651726,0.211346316,0.209077865,0.245450767,0.204556019,0.133614587,0.131977819,0.155896673,0.198835651,0.166376817,0.153323875,0.173290924,0.135127612,0.1688868,0.15884121,0.181746419,-225.343401,103.6189561,-22.7119649,27.27362527,-12.33747708,11.32042522,-2.684244794,3.776051241,-6.697693365,9.808162568,-2.10533736,3.389878273,-2.032925906,103.1828611,31.86733079,24.82493362,18.1732096,16.35798121,12.49675459,13.19180044,10.48047304,9.808607426,11.31164014,10.41106667,9.054263255,10.42568626,1979.00137,598.8735891,0.470423786,21.08231602,19.88691571,25.73288307,24.64928108,22.36291354,21.50689579,37.08613107,5.744451419,6.476035098,6.538225009,5.795578565,5.37182662,4.727396494,2.992174679,3989.109212,1351.420494,0.198344935,0.077229125,0.033485539,-0.076731934,151.9990809
Class_Ca,178,Muskurane ki wajah tum ho,muskurane_ki_wajah_tum_ho.mp3,0.225519088,0.205596414,0.200122654,0.093457455,0.058631448,0.162219715,0.309216963,0.285322882,0.279713257,0.280888687,0.300744987,0.309688857,0.144196816,0.131307783,0.173398406,0.115811337,0.077264432,0.147877066,0.167674576,0.186131719,0.182492403,0.181235926,0.150845185,0.216339758,-57.05428419,99.49371908,6.010201798,20.32965573,0.787013277,6.339424644,-12.23757271,4.609738585,-8.263070583,4.99653357,-1.379994208,4.866875007,2.068138348,41.96626942,22.40736552,14.92324623,14.6234896,14.25183939,9.884920538,11.91629497,8.897741312,9.938074561,10.43534321,8.764928308,9.27748213,8.288788885,2049.001211,546.1710811,1.206303949,27.95939799,21.38989135,29.02292683,27.05374857,28.53431546,23.21728006,37.18609859,5.745240817,4.673935183,5.529694021,5.46911703,5.159538985,4.549563437,3.683417995,4580.9098,1393.5945,0.156402096,0.063986197,0.023989312,1.045819136,103.359375
Class_Ha,179,Na Ja ,na_ja_.mp3,0.159747637,0.231892061,0.278164166,0.271267234,0.281894575,0.260049489,0.241875985,0.236700874,0.323101478,0.298710141,0.192440542,0.142715625,0.107756879,0.161080588,0.190255165,0.124829171,0.141258546,0.154628827,0.138437413,0.127461173,0.155861611,0.18717788,0.140268402,0.097384526,-99.78125583,111.7401158,-0.870419007,16.62279317,8.087824206,11.54435735,1.525728347,13.62246172,-5.407374868,14.05620067,6.642833125,3.882664325,-0.028555152,79.86082075,32.87926558,21.45649617,17.08543511,11.97689034,11.1444137,14.05844225,9.98849991,11.43450344,9.749247264,8.210654396,8.172851947,9.108341618,1789.868084,783.3277401,0.730607612,28.61860285,21.61001283,24.93973193,23.7547218,23.83432226,23.08872703,37.46696083,6.196934289,4.601860594,4.978295634,4.762464232,5.017373475,4.163368545,4.856464038,3818.585243,1885.357166,0.349043255,0.057489637,0.032422143,0.138896729,89.10290948
Class_Ha,180,Nachange Saari Raat ,nachange_saari_raat_.mp3,0.355378469,0.350229552,0.269227276,0.214479545,0.202874343,0.1612406,0.150879369,0.212641263,0.296690648,0.285306267,0.273642742,0.258447943,0.132166354,0.16918583,0.11817114,0.117406013,0.121126293,0.105799071,0.101011872,0.099422327,0.113289339,0.124511347,0.141602391,0.134685184,-14.91824869,71.19677729,1.392457742,15.16618664,2.444484189,12.28050467,2.284722546,8.038565735,-2.429762425,5.851568918,-1.14099656,2.586809481,-3.372854209,47.80667418,21.05837708,18.2161373,14.79541674,13.35445907,13.27311894,10.40745126,9.122542194,9.490966844,9.1147055,8.505450277,7.154370544,7.893408623,2801.291067,716.9821381,0.933842539,27.89948443,17.71069124,21.25656527,21.60664564,20.52677315,17.51862454,33.35791849,6.009975877,5.222552973,5.190529203,4.015165341,3.954193785,3.026496663,2.20910111,6164.783556,1337.226139,-0.546328335,0.082472479,0.037761339,1.036547666,129.1992188
